Project,Bug ID,tarantula_rank,tarantula_exam,tarantula_top_1,tarantula_top_3,tarantula_top_5,ochiai_rank,ochiai_exam,ochiai_top_1,ochiai_top_3,ochiai_top_5,dstar_rank,dstar_exam,dstar_top_1,dstar_top_3,dstar_top_5,tarantula_gc_rank,tarantula_gc_exam,tarantula_gc_top_1,tarantula_gc_top_3,tarantula_gc_top_5,ochiai_gc_rank,ochiai_gc_exam,ochiai_gc_top_1,ochiai_gc_top_3,ochiai_gc_top_5,dstar_gc_rank,dstar_gc_exam,dstar_gc_top_1,dstar_gc_top_3,dstar_gc_top_5,tarantula_rank_imp_pct,tarantula_exam_imp_pct,ochiai_rank_imp_pct,ochiai_exam_imp_pct,dstar_rank_imp_pct,dstar_exam_imp_pct
Chart,5,2,0.037,False,True,True,2,0.037,False,True,True,2,0.037,False,True,True,10,0.1759,False,False,False,7,0.1296,False,False,False,5,0.0926,False,False,True,-400.0,-375.41,-250.0,-250.27,-150.0,-150.27
JacksonCore,25,87,0.531,False,False,False,87,0.531,False,False,False,87,0.531,False,False,False,87,0.5372,False,False,False,51,0.2996,False,False,False,87,0.5372,False,False,False,0.0,-1.17,41.38,43.58,0.0,-1.17
Jsoup,33,117,0.1957,False,False,False,117,0.1957,False,False,False,117,0.1957,False,False,False,187,0.3127,False,False,False,187,0.3127,False,False,False,187,0.3127,False,False,False,-59.83,-59.79,-59.83,-59.79,-59.83,-59.79
Jsoup,51,87,0.134,False,False,False,87,0.134,False,False,False,87,0.134,False,False,False,145,0.2184,False,False,False,144,0.2169,False,False,False,142,0.2139,False,False,False,-66.67,-62.99,-65.52,-61.87,-63.22,-59.63
Lang,44,1,0.075,True,True,True,1,0.075,True,True,True,2,0.125,False,True,True,2,0.1,False,True,True,2,0.1,False,True,True,10,0.5,False,False,False,-100.0,-33.33,-100.0,-33.33,-400.0,-300.0
Jsoup,41,7,0.0117,False,False,False,7,0.0117,False,False,False,7,0.0117,False,False,False,6,0.0101,False,False,False,16,0.0268,False,False,False,14,0.0235,False,False,False,14.29,13.68,-128.57,-129.06,-100.0,-100.85
Math,38,5,0.0506,False,False,True,5,0.0506,False,False,True,5,0.0506,False,False,True,44,0.557,False,False,False,44,0.557,False,False,False,41,0.519,False,False,False,-780.0,-1000.79,-780.0,-1000.79,-720.0,-925.69
Csv,5,7,0.1944,False,False,False,7,0.1944,False,False,False,7,0.1944,False,False,False,4,0.1111,False,False,True,13,0.3611,False,False,False,12,0.3333,False,False,False,42.86,42.85,-85.71,-85.75,-71.43,-71.45
Math,91,1,0.0278,True,True,True,1,0.0278,True,True,True,1,0.0278,True,True,True,1,0.0278,True,True,True,1,0.0278,True,True,True,1,0.0278,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
Chart,12,4,0.0163,False,False,True,4,0.0163,False,False,True,4,0.0163,False,False,True,2,0.0109,False,True,True,58,0.3152,False,False,False,78,0.4239,False,False,False,50.0,33.13,-1350.0,-1833.74,-1850.0,-2500.61
Math,75,1,0.05,True,True,True,1,0.05,True,True,True,1,0.05,True,True,True,2,0.0667,False,True,True,1,0.05,True,True,True,2,0.0667,False,True,True,-100.0,-33.4,0.0,0.0,-100.0,-33.4
Time,23,122,0.2607,False,False,False,104,0.2222,False,False,False,104,0.2222,False,False,False,154,0.3291,False,False,False,130,0.2778,False,False,False,128,0.2735,False,False,False,-26.23,-26.24,-25.0,-25.02,-23.08,-23.09
Compress,32,6,0.056,False,False,False,6,0.056,False,False,False,6,0.056,False,False,False,78,0.6724,False,False,False,14,0.1207,False,False,False,11,0.0948,False,False,False,-1200.0,-1100.71,-133.33,-115.54,-83.33,-69.29
