,project,bug_id,lambda_val,tarantula,ochiai,dstar,GraphCut_Score,GraphCut_Rank,tarantula_rank,ochiai_rank,dstar_rank,rank_gain_tarantula,In_Degree,Out_Degree,In_Degree_Centrality,Out_Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,PageRank,Clustering_Coefficient,Num_Nodes,Num_Edges,Density,Is_DAG,Reciprocity,Num_SCC,Num_WCC,Degree_Assortativity,Largest_SCC_Avg_Path_Length,Largest_SCC_Diameter
50,Collections,17,0.1,0.11194692576921068,0.005113099925649137,0.0002349072116513977,-2.271006627564776,4.0,2.5,2.5,2.5,-1.5,1,1,0.2,0.2,0.05,0.2,0.1599102742634799,0.0,6,4,0.13333333333333333,True,0.0,6,2,,0.0,0
51,Collections,19,0.1,0.0940677424168141,0.004624972900628803,0.00023479690068091102,-2.3564101402610875,10.0,9.5,9.5,9.5,-0.5,0,3,0.0,0.04918032786885246,0.0,0.0,0.006596586803725216,0.0,62,70,0.01850872554204125,False,0.0,62,5,-0.34120147773583764,0.0,0
52,Collections,2,0.1,0.2223971841422749,0.007045049175671631,0.000297441998810232,-1.3485825171264545,1.0,1.0,1.0,1.0,0.0,1,0,0.03225806451612903,0.0,0.0,0.04301075268817204,0.02840856207367812,0.0,32,30,0.03024193548387097,False,0.0,32,5,-0.06382256462726027,0.0,0
53,Collections,20,0.1,0.10513756316676025,0.004850712500726659,0.00023485204321277596,-2.2493301384461932,5.0,5.0,5.0,5.0,0.0,0,3,0.0,0.05263157894736842,0.0,0.0,0.00832060021461695,0.0,58,135,0.04083484573502722,False,0.05925925925925926,54,2,0.10417341201165026,1.3333333333333333,2
54,Collections,3,0.1,1.0,0.017256775693210744,0.0002978850163836759,27.61907170164511,1.0,1.0,3.0,3.0,0.0,0,1,0.0,0.009174311926605505,0.0,0.0,0.004694319576344634,0.0,110,104,0.008673894912427023,False,0.0,110,21,0.0031160991168858896,0.0,0
55,Collections,4,0.1,0.12452122254357852,0.0073561235792062455,0.0011841326228537595,-2.0634225224725773,13.0,12.5,12.0,11.0,-0.5,1,3,0.022727272727272728,0.06818181818181818,0.0010570824524312897,0.022727272727272728,0.017936702933300505,0.08333333333333333,45,48,0.024242424242424242,True,0.0,45,5,-0.1017599262472494,0.0,0
56,Collections,5,0.1,0.035228076379066484,0.002728535813058852,0.0002944640753828033,-3.5005401254784734,7.0,7.0,7.0,7.0,0.0,1,2,0.019230769230769232,0.038461538461538464,0.003770739064856712,0.02564102564102564,0.014765337655157015,0.3333333333333333,53,49,0.017779390420899856,True,0.0,53,11,-0.264188235626489,0.0,0
57,Collections,6,0.1,0.2625857809497667,0.0077174647044970564,0.0002975304968759298,-1.1224100831157509,1.0,1.0,1.0,1.0,0.0,2,1,0.012578616352201259,0.006289308176100629,0.0005572804713000557,0.012578616352201259,0.0059790879226439084,0.0,160,236,0.009276729559748427,True,0.0,160,7,0.07954209303850648,0.0,0
58,Collections,7,0.1,0.0,0.0,0.0,-1000000000.0,8.5,20.0,20.0,20.0,11.5,1,0,0.03125,0.0,0.0,0.03125,0.02336061969613795,0.0,33,31,0.029356060606060608,False,0.0,33,5,-0.08093026382225278,0.0,0
59,Collections,8,0.1,0.151457721343062,0.005752258564403582,0.00029717682020802375,-1.8311184830645177,1.0,1.0,1.0,1.0,0.0,0,4,0.0,0.26666666666666666,0.0,0.0,0.037827708338152355,0.08333333333333333,16,18,0.075,True,0.0,16,2,-0.1340219266868101,0.0,0
60,Collections,9,0.1,1.0,0.017256775693210744,0.0002978850163836759,27.59595822517597,1.0,1.0,1.0,1.0,0.0,0,2,0.0,0.05714285714285714,0.0,0.0,0.014644139277923376,0.0,36,38,0.03015873015873016,False,0.0,36,4,-0.11452393385485223,0.0,0
61,Compress,10,0.1,0.9235474006116208,0.19611613513818404,0.04,2.617018018509661,28.0,29.0,29.0,29.0,1.0,1,9,0.004273504273504274,0.038461538461538464,0.000999596493158725,0.004273504273504274,0.003181497676757989,0.022222222222222223,235,383,0.0069649027095835606,True,0.0,235,11,-0.03195053886841704,0.0,0
62,Compress,11,0.1,0.9046242774566474,0.17149858514250882,0.030303030303030304,2.5358610457643813,27.0,31.5,31.5,31.5,4.5,0,8,0.0,0.2222222222222222,0.0,0.0,0.017552467520108785,0.017857142857142856,37,36,0.02702702702702703,True,0.0,37,3,-0.04581556479781309,0.0,0
63,Compress,12,0.1,0.9431137724550898,0.22360679774997896,0.05263157894736842,2.7142187498068995,16.0,6.5,6.5,6.5,-9.5,1,7,0.015151515151515152,0.10606060606060606,0.005594405594405594,0.015151515151515152,0.01449907644396019,0.0,67,72,0.016282225237449117,True,0.0,67,3,-0.22484642679043135,0.0,0
64,Compress,13,0.1,0.7155756207674944,0.125,0.031746031746031744,1.0801848914901164,70.0,81.5,78.5,78.5,11.5,3,0,0.018404907975460124,0.0,0.0,0.02556237218813906,0.010269279975039172,0.0,164,249,0.009314679036360915,True,0.0,164,9,-0.04591786462588158,0.0,0
65,Compress,14,0.1,0.9300291545189505,0.2,0.041666666666666664,2.7958081350316153,17.0,22.0,22.0,22.0,5.0,2,1,0.08,0.04,0.006666666666666667,0.09142857142857143,0.06121324833038453,0.16666666666666666,26,24,0.036923076923076927,True,0.0,26,3,-0.04797390928809182,0.0,0
